x,y,phi,theta1,theta2,theta3
-33.7625687823638,41.74848608166219,1.7742385936942289,2.8217059680375005,-0.49897559638728595,-0.5484917779559857
-8.03649793043849,10.021125007643786,-0.41159713163187917,2.8217059680375005,-0.49897559638728595,-2.7343275032820937
-16.62212551933503,38.53377048718079,0.9965586871437286,2.8217059680375005,-0.49897559638728595,-1.326171684506486
-49.71385481189833,8.989919219249813,3.602664872392089,2.8217059680375005,-0.49897559638728595,1.2799345007418745
-19.208708320195655,-1.5341898647368453,5.157695739393219,2.8217059680375005,-0.49897559638728595,2.8349653677430044
-48.70273683846417,31.27870232268316,2.589853733062997,2.8217059680375005,-0.49897559638728595,0.2671233614127826
-6.173665791492226,17.589626105007458,-0.07106812514507732,2.8217059680375005,-0.49897559638728595,-2.393798496795292
-10.081608744377565,32.13431977505909,0.5960399316694784,2.8217059680375005,-0.49897559638728595,-1.7266904399807361
-14.639714869783424,37.09594063030927,0.8900326779261671,2.8217059680375005,-0.49897559638728595,-1.4326976937240474
-17.704204648337374,39.192291252045635,1.0516398366642432,2.8217059680375005,-0.49897559638728595,-1.2710905349859714
-10.855324532323081,5.238466545369102,-0.6535582753875349,2.8217059680375005,-0.49897559638728595,-2.9762886470377494
-48.60370109302448,7.007490723341817,3.701492287100212,2.8217059680375005,-0.49897559638728595,1.3787619154499975
-20.492891608734016,40.54531188847558,1.1865066798265143,2.8217059680375005,-0.49897559638728595,-1.1362236918237003
-52.06034244768905,17.629351017902582,3.2109293435617117,2.8217059680375005,-0.49897559638728595,0.8881989719114971
-16.16926471770784,38.23313590785516,0.9729248303790743,2.8217059680375005,-0.49897559638728595,-1.3498055412711403
-23.159926817878237,-2.992714758053566,4.974316320469943,2.8217059680375005,-0.49897559638728595,2.6515859488197284
-50.52831094127417,27.61901464547838,2.767903937591,2.8217059680375005,-0.49897559638728595,0.4451735659407854
-6.125797756974318,19.907398353123433,0.02976878645554848,2.8217059680375005,-0.49897559638728595,-2.292961585194666
-45.79928260329726,35.05490451203538,2.382378511679061,2.8217059680375005,-0.49897559638728595,0.05964814002884644
-19.599406940376817,40.161822333234895,1.1442293544344073,2.8217059680375005,-0.49897559638728595,-1.1785010172158072
14.159405756622931,-21.447583238937973,5.311621569876598,2.8217059680375005,3.0384073797950837,-0.5484917779559857
-21.809926495559303,-2.0913620289098693,3.1257858445504905,2.8217059680375005,3.0384073797950837,-2.7343275032820937
-2.8953402717493457,-25.089674604380317,4.5339416633260985,2.8217059680375005,3.0384073797950837,-1.326171684506486
16.2478751426753,14.928308839452193,7.140047848574459,2.8217059680375005,3.0384073797950837,1.2799345007418745
-15.956423227092856,12.877942773882797,8.695078715575589,2.8217059680375005,3.0384073797950837,2.8349653677430044
23.90808698676764,-6.027200371533953,6.127236709245366,2.8217059680375005,3.0384073797950837,0.2671233614127826
-20.61080584744431,-9.792950313799583,3.4663148510372923,2.8217059680375005,3.0384073797950837,-2.393798496795292
-11.397452223951957,-21.706566351221916,4.133422907851848,2.8217059680375005,3.0384073797950837,-1.7266904399807361
-5.278832399914833,-24.527293989725134,4.427415654108537,2.8217059680375005,3.0384073797950837,-1.4326976937240474
-1.6430298784115895,-25.28010442851217,4.589022812846613,2.8217059680375005,3.0384073797950837,-1.2710905349859714
-21.05291165539101,3.408322862974832,2.8838247007948348,2.8217059680375005,3.0384073797950837,-2.9762886470377494
14.45924442421901,16.329474130883582,7.238875263282582,2.8217059680375005,3.0384073797950837,1.3787619154499975
1.4517099376752187,-25.4533824606414,4.723889656008884,2.8217059680375005,3.0384073797950837,-1.1362236918237003
21.743786099874995,7.861431963559723,6.748312319744081,2.8217059680375005,3.0384073797950837,0.8881989719114971
-3.429097294279252,-24.986876273475932,4.510307806561444,2.8217059680375005,3.0384073797950837,-1.3498055412711403
-12.872981012439247,15.747055282960375,8.511699296652314,2.8217059680375005,3.0384073797950837,2.6515859488197284
24.181582926335054,-1.9466079304078752,6.30528691377337,2.8217059680375005,3.0384073797950837,0.4451735659407854
-19.76138511133122,-11.949995504778734,3.567151762637918,2.8217059680375005,3.0384073797950837,-2.292961585194666
22.684960224266433,-10.63086308652844,5.919761487861431,2.8217059680375005,3.0384073797950837,0.05964814002884644
0.47944902759398356,-25.444011532400108,4.681612330616777,2.8217059680375005,3.0384073797950837,-1.1785010172158072
-5.885946181895039,-33.77833301415384,4.721198185443274,2.8217059680375005,2.447983995361759,-0.5484917779559857
-24.989996402606238,2.3255646613598735,2.535362460117166,2.8217059680375005,2.447983995361759,-2.7343275032820937
-22.081008645218198,-27.309241623891094,3.943518278892774,2.8217059680375005,2.447983995361759,-1.326171684506486
16.099879901916495,-4.72337336373343,6.549624464141134,2.8217059680375005,2.447983995361759,1.2799345007418745
-11.793858379885032,11.501921676981592,8.104655331142265,2.8217059680375005,2.447983995361759,2.8349653677430044
10.79705676790172,-26.395758525442204,5.536813324812043,2.8217059680375005,2.447983995361759,0.2671233614127826
-28.28145345208202,-4.739749410225509,2.8758914666039677,2.8217059680375005,2.447983995361759,-2.393798496795292
-27.26033637792184,-19.765642129112624,3.5429995234185236,2.8217059680375005,2.447983995361759,-1.7266904399807361
-23.747903117186382,-25.515148677556184,3.8369922696752123,2.8217059680375005,2.447983995361759,-1.4326976937240474
-21.146722794120876,-28.164609841455906,3.9985994284132884,2.8217059680375005,2.447983995361759,-1.2710905349859714
